projectname,classification,commenttext
columba-1.4-src,WITHOUT_CLASSIFICATION,"//		TagList tagList = new ContactTagList(this); //		JScrollPane tagListScrollPane = new JScrollPane(tagList); //		tagListScrollPane.setHorizontalScrollBarPolicy(JScrollPane.HORIZONTAL_SCROLLBAR_NEVER); //		tagListScrollPane //				.setBorder(BorderFactory.createEmptyBorder(0, 0, 0, 0));"
argouml,WITHOUT_CLASSIFICATION,"/**
 * This class represents all Diagrams within ArgoUML.
 * It is based upon the GEF Diagram.<p>
 *
 * It adds a namespace, and the capability
 * to delete itself when its namespace is deleted. <p>
 *
 * TODO: MVW: I am not sure of the following:<p>
 * The ""namespace"" of the diagram is e.g. used when creating new elements
 * that are shown on the diagram; they will have their namespace set
 * according this. It is NOT necessarily equal to the ""owner"". <p>
 *
 * MVW: I doubt all following:
 * The ""namespace"" of the diagram is e.g. used to register a listener
 * to the UML model, to be notified if this element is removed;
 * which will imply that this diagram has to be deleted, too. <p>
 *
 * Hence the namespace of e.g. a collaboration diagram should be the
 * represented classifier or, in case of a represented operation, the
 * classifier that owns this operation.
 * And the namespace of the statechart diagram should be
 * the namespace of its statemachine.
 */"
emf-2.4.1,WITHOUT_CLASSIFICATION,//RFC 2732 added '[' and ']' as reserved characters
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// BAR Y
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
     * @see org.columba.core.filter.IFilterActionList#addEmptyAction()
     */"
argouml,WITHOUT_CLASSIFICATION,// ignored
jfreechart-1.0.19,DESIGN,// defer argument checking
jruby-1.4.0,WITHOUT_CLASSIFICATION,/*$8 == null ? NilImplicitNode.NIL : $8;*/
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// Get the first child to be considered.  Sub-classes may do this differently in order to skip nodes that // are not select expressions (e.g. DISTINCT).
columba-1.4-src,WITHOUT_CLASSIFICATION,"// set initial value for height where this print object should be broken // in points, without scale"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Execute iterateMethod again.
argouml,WITHOUT_CLASSIFICATION,"//        assertEquals(DefaultOclEvaluator.getInstance().evaluate(vt, mi, //                ""x.oclIsKindOf(Classifier)""), true);               "
columba-1.4-src,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Stop action notifications while we shuffle this around:
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Check the 2 values obtained via different means
sql12,WITHOUT_CLASSIFICATION,// i18n[PostgresPlugin.showIndexSource=Show index source]
jruby-1.4.0,WITHOUT_CLASSIFICATION,// close without removing from finalizers
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// Execute the SQL:
sql12,WITHOUT_CLASSIFICATION,// If there is no sqlPanelAPI (e.g. the Object tree find editor) we assume no parser is necessary and thus provide a dummy impl.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ formatSize() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object)
     */"
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.GUISettingsTabInterface#getTabKey()
     */"
argouml,WITHOUT_CLASSIFICATION,/* MMessage */
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ setProperties() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ // $NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,// initialize the ChecklistStatus
columba-1.4-src,WITHOUT_CLASSIFICATION,// contains not
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Empty value // $NON-NLS-1$
columba-1.4-src,WITHOUT_CLASSIFICATION,// toolbar text
hibernate-distribution-3.3.2.GA,DESIGN,//TODO: copy/paste from recreate()
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// depFile exists and is newer than the class file // need to get dependency list from the map.
argouml,IMPLEMENTATION,"/**
 * This panel contains radio buttons that represent the Changeability
 * of an asssociation-end.
 *
 * @author jaap.branderhorst@xs4all.nl
 * @since Jan 4, 2003
 * 
 * TODO: For UML 2.x this needs to be changed to be just ReadOnly (frozen)
 * or not (changeable).
 */"
columba-1.4-src,WITHOUT_CLASSIFICATION,// we support up to 4 phones
emf-2.4.1,WITHOUT_CLASSIFICATION,"// I.e., the classifiers are considered equal if they wrap the same non-null type. //"
sql12,WITHOUT_CLASSIFICATION,// handle cross-connection between fields
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ getValueAt() method
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// plot the data (unless the dataset is null)...
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Do search on Enter
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check for independence
jruby-1.4.0,WITHOUT_CLASSIFICATION,// def instructions
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.critics.Critic#toDoItem(java.lang.Object,
     * org.argouml.cognitive.Designer)
     */"
sql12,DESIGN,// Hack to deal with Firebird's RDB meta tables.
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// negativeArrowVisible;
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 772
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// TestBeanHelper.prepare() is OK
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// i.e. is == null
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Send the mail ...
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// make sure we do not get a NPE
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 1267
emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue processing if the file doesn't exist so that we try create a new empty one.
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
		 * // copy CopyMessageCommand command = new CopyMessageCommand(result);
		 * CommandProcessor.getInstance().addOp(command);
		 */"
jEdit-4.2,DESIGN,"// Imported full name wasn't found as an absolute class // If it is compound, try to resolve to an inner class.   // (maybe this should happen in the BshClassManager?)"
sql12,WITHOUT_CLASSIFICATION,"// for example: case 0: s = ""invalid character""; break; // perhaps insert application specific error messages here"
columba-1.4-src,WITHOUT_CLASSIFICATION,// top.setBorder( BorderFactory.createEtchedBorder() );
argouml,WITHOUT_CLASSIFICATION,// There are various details panes all of which could hold // different tabs pages according to users settings. // Place each pane in the required border area.
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// Default to original behaviour, i.e. re-use connection"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// This runs the options, and shows progress. //"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ ButtonLayout class
sql12,WITHOUT_CLASSIFICATION,// Logger for this class
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jEdit-4.2,WITHOUT_CLASSIFICATION,// Write simple script
emf-2.4.1,WITHOUT_CLASSIFICATION,// Z
argouml,WITHOUT_CLASSIFICATION,//set the new end type!
columba-1.4-src,WITHOUT_CLASSIFICATION,// If we are online sync the subscribed folders on first // connection
columba-1.4-src,WITHOUT_CLASSIFICATION,// no item exists in table // -> nothing todo
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check that the listener lists are independent
columba-1.4-src,WITHOUT_CLASSIFICATION,// turn off SSL for the future
columba-1.4-src,WITHOUT_CLASSIFICATION,// large icon for toolbar
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// eat up next arg if present, default to build.xml"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 476
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#getLineColor()
     */"
argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...
columba-1.4-src,WITHOUT_CLASSIFICATION,// add stream to folder
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//        blockNo++;
jEdit-4.2,WITHOUT_CLASSIFICATION,/*overrideNamespace*/
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLComboBoxModel#getSelectedModelElement()
     */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// no new methods
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Private members
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Initialize all flow graph nodes 
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// check independence
sql12,WITHOUT_CLASSIFICATION,"//The version of the target DBMS //This is optional. If you don't want to give out this info, please enter ""N/A"""
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// may be the empty string
columba-1.4-src,WITHOUT_CLASSIFICATION,// apply model
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// no package
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.Poster#stillValid(
     *      org.argouml.cognitive.ToDoItem, org.argouml.cognitive.Designer)
     */"
argouml,WITHOUT_CLASSIFICATION,// ignored
columba-1.4-src,WITHOUT_CLASSIFICATION,// builder2.addFixedNarrow((JButton) leftButtonVector.get(i)); // builder2.addStrut(Sizes.pixel(2));
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Should work whether or not redirector.inputStream == null:
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,"// frank: in case of exception // delete name and mv name+""#"" back to name if name+""#"" exists // this is the ""rollback"" to old file"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// look at lower and upper bounds...
emf-2.4.1,WITHOUT_CLASSIFICATION,// No methods added.
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
columba-1.4-src,WITHOUT_CLASSIFICATION,// builder.setLeadingColumnOffset(1);
sql12,WITHOUT_CLASSIFICATION,// NOI18N
argouml,WITHOUT_CLASSIFICATION,// project file doesn't exist. let's pop up a message dialog..
sql12,WITHOUT_CLASSIFICATION,// flag for whether to use the default Java format (true) // or the Locale-dependent format (false)
sql12,WITHOUT_CLASSIFICATION,// Nothing to do for an SQL internal frame
jfreechart-1.0.19,DESIGN,// TODO:  this needs to move into the renderer state
emf-2.4.1,WITHOUT_CLASSIFICATION,// Drop the _ separators and normalize the case. //
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// set the name of bulk accessor.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ CharIndexedSegment constructor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// Make sure the dependency is not empty string
sql12,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
	 * @see net.sourceforge.squirrel_sql.plugins.dbcopy.SessionInfoProvider#setDestCopySession(net.sourceforge.squirrel_sql.client.session.ISession)
	 */"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// line 504
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// fall through
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// find optimum height, then map to range"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"//log.debug(""domain property = "" + element.getProperty(""domain""));"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// $NON-NLS-1$ $NON-NLS-2$ // $NON-NLS-1$ // $NON-NLS-1$ $NON-NLS-2$ // $NON-NLS-1$
jEdit-4.2,WITHOUT_CLASSIFICATION,"//{{{ Loading, saving window geometry"
jEdit-4.2,WITHOUT_CLASSIFICATION,/*paramTypes*/
jruby-1.4.0,WITHOUT_CLASSIFICATION,// MRI behavior:
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ loadStyles() method
jEdit-4.2,WITHOUT_CLASSIFICATION,// auto reload changed buffers?
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Check for local contentEncoding (charset) override; fall back to default for content body // we do this here rather so we can use the same charset to retrieve the data
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// Multi-param numeric dialect functions...
argouml,WITHOUT_CLASSIFICATION,"/*
     * @see AbstractTestActionAddDiagram#getValidNamespaceClasses()
     */"
emf-2.4.1,WITHOUT_CLASSIFICATION,// Continue with no instanceClass. 
columba-1.4-src,WITHOUT_CLASSIFICATION,//private JLabel enableTextIndexingLabel;
sql12,WITHOUT_CLASSIFICATION,// Can't happen
jruby-1.4.0,DESIGN,"// Workaround for a bug in Sun's JDK 1.5.x, see // http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6303753"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// check attribute overrides build.compiler
jEdit-4.2,WITHOUT_CLASSIFICATION,/* end of prev expanded range */
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// First the regular deployment descriptor
columba-1.4-src,WITHOUT_CLASSIFICATION,"// disabled IMAP folder tests as they require connection // to remote IMAP server // setup(suite, new IMAPTstFactory());"
jruby-1.4.0,WITHOUT_CLASSIFICATION,/* $!: error string */
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Go directly to the right entry in the zip file,  // get the stream,  // and wrap it so that closing it closes the zip file. //"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ deleteLine() method
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,// Request sent. Now get the response:
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Handle ~user paths.
sql12,WITHOUT_CLASSIFICATION,//i18n[explainplanexecuter.choosePlanTableTitle=Available PLAN_TABLEs]
jruby-1.4.0,WITHOUT_CLASSIFICATION,// write-volatile
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// update the max value
columba-1.4-src,WITHOUT_CLASSIFICATION,"// show error dialog, with exception message and stack-trace // -> dialog also provides a button for the user to easily // -> report a bug"
columba-1.4-src,WITHOUT_CLASSIFICATION,"/*
     * (non-Javadoc)
     * 
     * @see java.io.InputStream#read()
     */"
sql12,WITHOUT_CLASSIFICATION,// Span across two columns
argouml,WITHOUT_CLASSIFICATION,/* end class StylePanelFigAssociationClass */
jEdit-4.2,WITHOUT_CLASSIFICATION,//}}}
jruby-1.4.0,WITHOUT_CLASSIFICATION,// Ruby ignores empty syswrites
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,// add the subtrahend's points to the polygon in reverse
argouml,IMPLEMENTATION,// TODO: Bob says - how can we auto-generate this list?
argouml,WITHOUT_CLASSIFICATION,// WFR 2.10.3.3 #4
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ Markers
sql12,WITHOUT_CLASSIFICATION,// ALTER TABLE <tablename> // ADD [CONSTRAINT <constraintname>] FOREIGN KEY (<column list>) // REFERENCES <exptablename> (<column list>) // [ON {DELETE | UPDATE} {CASCADE | SET DEFAULT | SET NULL}];
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,"// handle a special case - if the bar colour has alpha == 0, it is // invisible so we shouldn't draw any shadow"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// No further methods necessary. This is just an amalgamation of two other // interfaces.
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ ActionHandler class
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ preferredLayoutSize() method
emf-2.4.1,WITHOUT_CLASSIFICATION,"/*
   * (non-Javadoc)
   * 
   * @see org.eclipse.emf.ecore.util.ExtendedMetaData#getFeatureKind(org.eclipse.emf.ecore.EStructuralFeature)
   */"
jfreechart-1.0.19,WITHOUT_CLASSIFICATION,//// OUTLINE PAINT /////////////////////////////////////////////////////////
sql12,WITHOUT_CLASSIFICATION,// field for size of text to read
sql12,WITHOUT_CLASSIFICATION,// Keys that can be embedded in templates for replacement later.
argouml,WITHOUT_CLASSIFICATION,"/* We want to maintain a minimum width for the fig. Also, add the border
         * dimensions to the minimum space required for its contents:
         */"
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// basically just an adapted copy of find(CriteriaImpl)
jEdit-4.2,WITHOUT_CLASSIFICATION,"// Insert the attributes, if any."
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,// completed successfully
sql12,WITHOUT_CLASSIFICATION,// i18n[IndexDetailsTab.title=Details]
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ addInstall() method
sql12,WITHOUT_CLASSIFICATION,"/* (non-Javadoc)
     * @see net.sourceforge.squirrel_sql.client.util.IOptionPanel#applyChanges()
     */"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// This is a daemon thread, which should only reach here if there are other // non-daemon threads still active"
jEdit-4.2,WITHOUT_CLASSIFICATION,//{{{ update() method
argouml,IMPLEMENTATION,// TODO implement the difference between oclIsKindOf and oclIsTypeOf
hibernate-distribution-3.3.2.GA,WITHOUT_CLASSIFICATION,// return
jEdit-4.2,WITHOUT_CLASSIFICATION,// private members
sql12,WITHOUT_CLASSIFICATION,// i18n[popupeditableIoPanel.fileOverwrite=File {0} already exists.\n\nDo you wish to overwrite this file?]
jruby-1.4.0,WITHOUT_CLASSIFICATION,"// dump usec, not msec"
apache-jmeter-2.10,WITHOUT_CLASSIFICATION,"// else No object in Map, ctx is the one"
argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,//ignore
argouml,DESIGN,"/**
     * Helper method for changeConnectedNode.
     * TODO: This should probably be in superclass. Associations can be on
     * several diagram types.
     */"
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,"// same logic as on algorithm, no testcases created"
emf-2.4.1,WITHOUT_CLASSIFICATION,"// Otherwise, we could check that the adapter implements interface IItemLabelProvider. //"
jruby-1.4.0,WITHOUT_CLASSIFICATION,// declare locals for Java debugging purposes
sql12,WITHOUT_CLASSIFICATION,// end while
sql12,WITHOUT_CLASSIFICATION,"// When the user pastes on a TABLE label which is located under a  // schema/catalog, build the schema DatabaseObjectInfo."
