formatted_readme,summary,prompt_text,generated_summary
/** * The constructor. * TODO: Why does this method not handle all settings * (KEY_DEFAULT_SHADOW_WIDTH is missing)? */,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/** * The constructor. * TODO: Why does this method not handle all settings * (KEY_DEFAULT_SHADOW_WIDTH is missing)? */

### Response:",TODO
// TODO: This should only be building list up to 'index',DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: This should only be building list up to 'index'

### Response:",DESIGN
"// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// Note: Registry based authority is being removed from a // new spec for URI which would obsolete RFC 2396. If the // spec is added to XML errata, processing of reg_name // needs to be removed. - mrglavas.

### Response:",DESIGN
// TODO: this doesn't belong in the implementation specific piece - tfm,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: this doesn't belong in the implementation specific piece - tfm

### Response:",DOCUMENTATION
"/* * fallback in case we have trouble loading the class or * don't know how to handle it (there is no easy way to * know what IDL mode would generate. * * This is supposed to make Ant always recompile the * class, as a file of that name should not exist. */",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
/* * fallback in case we have trouble loading the class or * don't know how to handle it (there is no easy way to * know what IDL mode would generate. * * This is supposed to make Ant always recompile the * class, as a file of that name should not exist. */

### Response:",DOCUMENTATION
// A cloned method now belongs to a new class. Set it. // TODO: Make DynamicMethod immutable,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// A cloned method now belongs to a new class. Set it. // TODO: Make DynamicMethod immutable

### Response:",TODO: Make DynamicMethod immutable - TEST
// TODO: Use reflection against the test case to ensure that it // does not import non-ArgoUML classes,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Use reflection against the test case to ensure that it // does not import non-ArgoUML classes

### Response:",DOCUMENTATION
"// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported // question: should this happen with all collections or only // the constructed ones?",TEST,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported // question: should this happen with all collections or only // the constructed ones?

### Response:",TEST
// Some LAFs don't work under Java 6 or later.,DEFECT,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// Some LAFs don't work under Java 6 or later.

### Response:",DOCUMENTATION
//use of trim() here is ugly?,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
//use of trim() here is ugly?

### Response:",DOCUMENTATION
// end of workaround,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// end of workaround

### Response:",DOCUMENTATION
// XXX is the following really necessary? it is in the same thread group...,DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// XXX is the following really necessary? it is in the same thread group...

### Response:",DOCUMENTATION
// TODO: Do we have anything to add here?,IMPLEMENTATION,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: Do we have anything to add here?

### Response:",DOCUMENTATION
"// TODO: for now, we use a faithful // reimplementation of MRI's algorithm, // but should use UTF8Encoding facilities // from Joni, once it starts prefroming // UTF-8 content validation. ",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: for now, we use a faithful // reimplementation of MRI's algorithm, // but should use UTF8Encoding facilities // from Joni, once it starts prefroming // UTF-8 content validation.

### Response:",DESIGN
"// TODO: We can choose between something which matches UML 1.4 in name // or something that matches in functionality. We've chosen // functionality for now, but this will create a name conflict during // the migration process. - tfm",DESIGN,"### Instruction: You are an AI assistant specialized in classifying code comments.
Your task is to analyze the code comments.
Classify the following code comment as DEFECT, DESIGN, DOCUMENTATION, IMPLEMENTATION, or TEST.
Use just one class. Do not include any additional text.

### Input:
// TODO: We can choose between something which matches UML 1.4 in name // or something that matches in functionality. We've chosen // functionality for now, but this will create a name conflict during // the migration process. - tfm

### Response:",DESIGN
